customer_id,store,name,age,segment,visits_per_month,avg_basket_usd,monthly_spend_usd,grocery_pct,electronics_pct,apparel_pct,home_pct,private_label_pct,online_orders_pct,coupon_usage_pct,loyalty_score,income_usd,income_tier
281,kroger,Laura Jackson,43,Family,7,182,1274,46,10,7,37,32,45,34,65,89500,Median
282,kroger,Steven Thomas,69,Student,8,179,1432,46,6,11,37,30,44,35,31,94200,Median
283,kroger,Amanda Young,53,Student,7,216,1512,59,9,15,17,25,42,31,78,98400,Median
284,kroger,James Harris,29,Family,6,233,1398,60,4,6,30,21,29,20,73,104200,Median
285,kroger,Rebecca Jones,34,Senior,4,101,404,51,3,17,29,28,42,27,57,90500,Median
286,kroger,Jason Perez,36,Single,12,88,1056,55,7,12,26,20,25,22,44,81300,Median
287,kroger,Donna Williams,64,Family,12,154,1848,56,10,14,20,19,32,22,62,102500,Median
288,kroger,Amanda Hall,32,Single,10,108,1080,59,3,12,26,33,34,29,50,74100,Median
289,kroger,Eric Miller,30,Family,5,98,490,64,8,6,22,19,38,36,66,71000,Median
290,kroger,Steven Hill,69,Family,10,160,1600,64,10,8,18,26,29,20,31,81900,Median
291,kroger,William Gomez,39,Family,8,131,1048,54,7,10,29,25,22,18,63,83700,Median
292,kroger,Linda King,29,Student,9,158,1422,47,10,10,33,20,37,30,44,57300,Median
293,kroger,Sharon Smith,33,Family,10,178,1780,62,6,14,18,23,48,38,69,81700,Median
294,kroger,Kimberly Robinson,34,Student,5,86,430,56,7,13,24,19,26,30,66,98700,Median
295,kroger,Amber Hall,36,Student,7,136,952,50,4,14,32,31,19,37,70,62100,Median
296,kroger,William Thomas,67,Student,5,102,510,49,8,17,26,26,35,24,40,58700,Median
297,kroger,Amanda Lee,46,Single,8,162,1296,48,8,16,28,35,24,25,65,79300,Median
298,kroger,Nancy Nguyen,46,Single,11,122,1342,52,6,13,29,22,34,39,64,61700,Median
299,kroger,Robert Hill,65,Family,5,154,770,63,11,14,12,35,35,36,37,68200,Median
300,kroger,Susan Lewis,59,Single,11,161,1771,48,7,17,28,28,47,21,52,82200,Median
301,kroger,Christopher Gomez,67,Single,7,182,1274,61,9,8,22,27,33,22,73,80100,Median
302,kroger,Brandon Williams,27,Senior,7,198,1386,50,5,9,36,27,39,30,49,102000,Median
303,kroger,Jason Green,45,Family,5,191,955,55,10,16,19,21,41,21,63,104000,Median
304,kroger,Sandra Moore,49,Family,7,143,1001,52,11,12,25,27,38,28,35,80800,Median
305,kroger,Rachel King,42,Family,7,98,686,48,8,16,28,30,32,25,33,80700,Median
306,kroger,Michelle Taylor,66,Family,10,83,830,46,8,8,38,29,19,29,31,84500,Median
307,kroger,Donald Robinson,63,Student,4,218,872,60,10,17,13,21,43,25,54,102900,Median
308,kroger,Charles Miller,62,Student,6,137,822,55,5,14,26,39,34,20,44,62100,Median
309,kroger,Susan King,57,Family,10,159,1590,57,5,17,21,31,42,31,60,65100,Median
310,kroger,Rachel Ramirez,59,Family,4,216,864,60,9,12,19,23,20,27,40,100100,Median
311,kroger,James Carter,69,Single,5,134,670,50,10,17,23,19,39,29,40,84500,Median
312,kroger,Eric Flores,32,Family,12,81,972,58,9,10,23,24,23,31,40,83900,Median
313,kroger,Timothy Carter,68,Single,10,177,1770,53,10,12,25,24,37,23,43,85600,Median
314,kroger,Michael Anderson,67,Senior,5,184,920,54,9,8,29,21,33,24,56,91800,Median
315,kroger,Sarah Nelson,25,Senior,5,209,1045,54,8,7,31,21,33,27,67,103200,Median
316,kroger,Robert Adams,63,Student,4,177,708,61,9,11,19,22,37,37,41,69300,Median
317,kroger,Sarah Green,39,Student,6,162,972,52,9,18,21,20,27,26,60,80800,Median
318,kroger,Anthony Allen,70,Family,5,192,960,56,10,13,21,28,30,35,39,80900,Median
319,kroger,Steven Mitchell,41,Senior,6,131,786,47,4,10,39,34,46,37,70,83700,Median
320,kroger,William Ramirez,61,Senior,11,201,2211,60,12,12,16,24,42,18,34,103300,Median
321,kroger,Stephanie Jones,39,Family,9,135,1215,52,8,14,26,22,28,26,65,88800,Median
322,kroger,Paul Martin,55,Student,9,135,1215,63,5,17,15,27,55,26,39,101600,Median
323,kroger,Barbara King,40,Family,9,95,855,47,11,14,28,32,35,37,51,66500,Median
324,kroger,Rachel Nguyen,56,Single,8,144,1152,65,11,9,15,22,38,19,67,86000,Median
325,kroger,Jason Nelson,50,Family,6,135,810,47,8,10,35,18,40,26,33,80100,Median
326,kroger,Sarah Lee,41,Single,7,106,742,64,6,8,22,27,29,37,44,64400,Median
327,kroger,Tyler Smith,33,Senior,7,157,1099,59,10,13,18,37,23,38,59,64000,Median
328,kroger,Kimberly Martin,33,Family,12,141,1692,51,7,9,33,34,20,20,35,76100,Median
329,kroger,Ashley Flores,31,Senior,11,189,2079,50,6,13,31,29,31,25,46,96900,Median
330,kroger,Amber Baker,59,Student,6,209,1254,51,6,12,31,31,34,20,58,87500,Median
331,kroger,Kevin Adams,65,Family,9,143,1287,57,7,17,19,19,32,23,62,98400,Median
332,kroger,Richard Hernandez,53,Senior,9,156,1404,55,7,8,30,36,22,24,39,68600,Median
333,kroger,Richard Hall,31,Family,5,185,925,54,3,15,28,28,49,20,56,74900,Median
334,kroger,Amber Nguyen,40,Senior,8,126,1008,48,8,8,36,19,29,39,66,70500,Median
335,kroger,Timothy King,33,Single,12,102,1224,57,9,14,20,28,36,31,43,82400,Median
336,kroger,Maria Mitchell,30,Student,11,110,1210,53,4,6,37,29,39,21,40,66400,Median
337,kroger,Ryan Jackson,55,Senior,8,81,648,54,6,9,31,18,33,24,58,102300,Median
338,kroger,Kevin Perez,66,Family,10,194,1940,49,4,14,33,26,47,29,63,90700,Median
339,kroger,David Wilson,51,Student,7,203,1421,49,6,14,31,27,28,29,38,95400,Median
340,kroger,Jessica Thompson,26,Family,6,233,1398,51,4,11,34,18,22,18,40,103500,Median
341,kroger,Steven Ramirez,54,Senior,4,133,532,62,12,7,19,27,21,25,38,104900,Median
342,kroger,Mark King,70,Family,7,115,805,64,5,18,13,22,37,20,56,61100,Median
343,kroger,Michael Rivera,44,Senior,9,101,909,60,10,13,17,20,35,24,46,89100,Median
344,kroger,Tyler Mitchell,40,Family,10,131,1310,48,5,7,40,28,18,19,70,103700,Median
345,kroger,Karen Martinez,30,Student,7,95,665,47,9,17,27,40,35,20,55,62700,Median
346,kroger,Justin Hill,60,Senior,9,159,1431,54,5,14,27,26,22,40,49,66600,Median
347,kroger,Betty Young,56,Single,7,150,1050,56,6,12,26,33,38,36,36,82100,Median
348,kroger,Deborah Roberts,59,Single,9,146,1314,61,8,15,16,31,42,24,60,96000,Median
349,kroger,William Williams,59,Family,10,105,1050,59,10,8,23,23,33,24,33,87900,Median
350,kroger,Michael Clark,27,Family,7,90,630,49,3,14,34,26,31,34,53,63900,Median
351,kroger,Jessica Clark,29,Family,4,200,800,49,7,17,27,19,46,19,55,85300,Median
352,kroger,Anthony Thomas,42,Family,12,86,1032,46,6,17,31,32,22,30,55,96200,Median
353,kroger,Karen Anderson,61,Student,6,154,924,56,10,15,19,27,42,31,49,87800,Median
354,kroger,Nicholas Baker,57,Family,9,162,1458,56,8,17,19,34,37,38,68,82500,Median
355,kroger,Robert Perez,45,Senior,7,162,1134,49,10,17,24,22,55,26,48,96300,Median
356,kroger,Betty Miller,33,Student,8,81,648,65,5,10,20,36,41,40,65,55800,Median
357,kroger,Jennifer Roberts,34,Family,6,111,666,63,5,9,23,24,36,30,38,78000,Median
358,kroger,Richard Brown,36,Single,11,198,2178,59,8,17,16,27,29,31,57,94600,Median
359,kroger,Michael Thompson,52,Single,10,180,1800,47,10,15,28,35,46,32,56,72400,Median
360,kroger,Susan Moore,59,Student,6,107,642,59,4,14,23,41,42,38,51,57100,Median
361,kroger,Charles Martinez,50,Senior,6,94,564,47,8,7,38,26,20,30,62,69500,Median
362,kroger,Susan Davis,56,Senior,10,161,1610,49,9,15,27,22,20,34,43,83000,Median
363,kroger,Christopher Young,47,Senior,7,117,819,57,3,10,30,37,37,40,48,76200,Median
364,kroger,George Smith,39,Family,7,185,1295,48,10,7,35,28,28,28,36,101200,Median
365,kroger,Christopher Mitchell,32,Single,8,141,1128,45,5,12,38,21,37,23,52,89700,Median
366,kroger,Laura Rivera,67,Family,12,85,1020,48,6,15,31,30,20,33,28,73800,Median
367,kroger,Edward Wright,67,Single,9,195,1755,45,11,14,30,22,32,37,33,88100,Median
368,kroger,Daniel Johnson,36,Student,7,141,987,54,11,6,29,22,36,25,47,81600,Median
369,kroger,Linda Hill,47,Single,8,112,896,65,8,16,11,28,50,35,68,89200,Median
370,kroger,Betty Walker,46,Single,10,144,1440,47,6,18,29,31,36,24,38,66300,Median
371,kroger,Nancy Walker,46,Single,11,163,1793,49,4,12,35,28,53,23,65,100500,Median
372,kroger,Nicholas Robinson,61,Family,6,122,732,56,12,7,25,23,49,32,66,87800,Median
373,kroger,Emily Moore,65,Single,8,98,784,49,4,6,41,36,38,31,56,77200,Median
374,kroger,Donald Williams,69,Family,11,95,1045,62,7,14,17,22,30,29,35,73000,Median
375,kroger,Dylan Mitchell,25,Senior,8,214,1712,49,9,8,34,21,25,35,50,93200,Median
376,kroger,Robert Torres,40,Single,10,140,1400,46,10,11,33,22,42,30,59,98300,Median
377,kroger,Ryan Thompson,27,Family,7,140,980,53,10,13,24,28,38,19,41,77600,Median
378,kroger,Nancy Lewis,52,Single,8,152,1216,46,8,8,38,33,33,34,33,78100,Median
379,kroger,Daniel Carter,26,Senior,6,128,768,63,11,17,9,20,28,33,60,71200,Median
380,kroger,Barbara Anderson,70,Family,11,135,1485,47,9,15,29,40,34,22,51,59600,Median
381,kroger,Dorothy Davis,67,Single,6,100,600,48,10,7,35,23,43,37,42,83300,Median
382,kroger,Brandon Robinson,25,Family,8,82,656,55,7,16,22,26,38,21,63,103000,Median
383,kroger,Robert Wilson,63,Senior,4,101,404,56,9,13,22,37,19,22,55,59000,Median
384,kroger,Matthew Allen,63,Family,8,124,992,47,4,18,31,21,28,31,63,88300,Median
385,kroger,Lisa Mitchell,27,Student,5,164,820,51,11,16,22,33,44,19,49,73000,Median
386,kroger,George Walker,51,Single,12,102,1224,49,4,13,34,38,34,20,60,71500,Median
387,kroger,Emily Carter,41,Student,12,165,1980,57,11,13,19,25,47,26,70,97400,Median
388,kroger,Kimberly Smith,25,Single,5,84,420,58,4,16,22,28,60,24,46,104000,Median
389,kroger,Linda Taylor,41,Family,5,122,610,55,6,6,33,29,30,32,59,89500,Median
390,kroger,Nicholas Gomez,46,Family,11,177,1947,61,9,12,18,31,45,30,43,71500,Median
391,kroger,Linda Harris,44,Family,9,162,1458,45,8,10,37,31,49,19,36,96800,Median
392,kroger,Paul Clark,35,Senior,10,104,1040,47,10,10,33,32,43,23,32,86300,Median
393,kroger,Betty Thomas,44,Senior,7,157,1099,49,6,6,39,21,22,27,69,96500,Median
394,kroger,Brandon Ramirez,58,Single,8,199,1592,48,11,16,25,30,45,20,66,101200,Median
395,kroger,Melissa Baker,44,Student,4,141,564,57,4,12,27,19,32,35,41,60800,Median
396,kroger,Karen Hernandez,37,Family,8,109,872,51,7,7,35,21,26,18,56,71000,Median
397,kroger,Charles Johnson,45,Student,8,95,760,59,6,9,26,19,37,26,48,72500,Median
398,kroger,Rebecca Thompson,28,Senior,5,138,690,47,7,14,32,30,43,29,51,100200,Median
399,kroger,Melissa Campbell,70,Single,12,91,1092,63,10,13,14,19,49,30,33,95900,Median
400,kroger,Brandon Wright,39,Senior,6,181,1086,57,11,11,21,31,40,35,69,78500,Median
401,kroger,Karen White,32,Family,9,121,1089,62,6,10,22,31,31,29,57,58300,Median
402,kroger,Amanda Walker,44,Student,12,141,1692,57,5,9,29,21,35,19,38,87500,Median
403,kroger,Joseph Young,59,Student,7,105,735,58,10,15,17,30,22,28,45,94400,Median
404,kroger,Nancy Green,50,Family,5,143,715,59,8,16,17,25,37,19,38,70400,Median
405,kroger,Brian Walker,67,Family,6,144,864,51,9,11,29,21,51,23,68,92900,Median
406,kroger,Rebecca Davis,62,Single,4,177,708,55,11,16,18,19,56,33,28,104500,Median
407,kroger,Anthony Hill,40,Single,10,185,1850,53,6,11,30,23,40,29,53,98300,Median
408,kroger,Amanda Martinez,48,Senior,10,103,1030,65,9,8,18,19,19,30,53,97200,Median
409,kroger,Donald Taylor,51,Family,11,161,1771,59,11,13,17,28,29,39,44,61900,Median
410,kroger,Sharon Davis,61,Senior,11,189,2079,50,8,11,31,27,31,37,56,85200,Median
411,kroger,Susan Jackson,69,Student,5,97,485,60,12,18,10,32,33,20,70,79100,Median
412,kroger,Tyler Flores,67,Senior,5,169,845,56,8,13,23,33,37,18,50,86500,Median
413,kroger,Michael Rivera,43,Single,8,99,792,59,8,10,23,33,26,32,55,76100,Median
414,kroger,Maria Gomez,64,Single,4,121,484,47,8,16,29,22,23,23,72,95400,Median
415,kroger,Richard Wilson,62,Family,6,165,990,52,5,15,28,22,24,28,30,85200,Median
416,kroger,Michael Hall,34,Student,11,196,2156,53,6,14,27,27,25,27,73,101700,Median
417,kroger,Tyler Martin,32,Single,4,104,416,53,6,15,26,29,38,25,64,92800,Median
418,kroger,Rebecca Walker,52,Family,4,115,460,61,6,10,23,27,50,20,53,81500,Median
419,kroger,Anthony Torres,42,Student,9,121,1089,61,5,13,21,24,45,22,64,100900,Median
420,kroger,George Martin,36,Single,9,154,1386,58,10,6,26,20,22,26,39,88900,Median
421,kroger,Charles Ramirez,64,Family,5,85,425,57,11,9,23,32,21,43,31,56700,Median
422,kroger,Deborah Martin,36,Student,5,180,900,50,7,17,26,27,53,23,50,95200,Median
423,kroger,Ryan Taylor,42,Family,4,135,540,52,4,17,27,22,35,27,75,94000,Median
424,kroger,Megan Johnson,59,Senior,10,99,990,58,11,15,16,20,20,33,38,60400,Median
425,kroger,Dylan King,65,Senior,4,166,664,58,5,14,23,38,33,31,68,62400,Median
426,kroger,Brian Lewis,29,Senior,12,105,1260,53,9,15,23,20,35,40,43,75200,Median
427,kroger,Laura Rivera,66,Family,5,128,640,62,6,16,16,30,28,22,55,86600,Median
428,kroger,Paul Wright,49,Family,5,145,725,52,4,14,30,33,22,23,60,69900,Median
429,kroger,Sarah Davis,59,Senior,8,122,976,64,10,18,8,18,27,27,57,58100,Median
430,kroger,David King,67,Family,12,146,1752,59,11,8,22,26,54,19,35,95400,Median
431,kroger,Karen Davis,69,Student,6,81,486,58,11,16,15,20,33,40,31,57300,Median
432,kroger,Nancy White,64,Senior,7,88,616,49,6,16,29,30,32,20,61,84700,Median
433,kroger,Barbara Martinez,62,Family,6,127,762,47,4,11,38,28,39,26,75,93200,Median
434,kroger,Jessica Mitchell,65,Family,10,191,1910,45,7,6,42,21,21,29,73,94600,Median
435,kroger,Susan Baker,38,Senior,6,167,1002,55,7,17,21,28,19,21,53,89600,Median
436,kroger,Mark Lee,25,Single,12,105,1260,47,8,7,38,25,41,30,38,72400,Median
437,kroger,Brandon Williams,34,Family,11,128,1408,48,11,7,34,26,24,24,54,64700,Median
438,kroger,Deborah Moore,59,Family,6,102,612,46,8,7,39,22,35,29,49,92000,Median
439,kroger,Brandon Taylor,31,Family,7,158,1106,62,6,9,23,27,32,39,34,71300,Median
440,kroger,Brandon Robinson,54,Senior,7,149,1043,65,5,8,22,32,20,21,67,73700,Median
441,kroger,Dylan Hernandez,39,Family,8,165,1320,61,9,13,17,21,55,33,32,93000,Median
442,kroger,James Robinson,54,Student,8,82,656,54,11,9,26,26,25,38,72,78700,Median
443,kroger,Maria Mitchell,55,Family,12,83,996,56,7,16,21,37,29,24,51,57000,Median
444,kroger,Linda Allen,33,Senior,9,126,1134,58,4,12,26,22,47,31,68,102500,Median
445,kroger,Robert Perez,70,Senior,10,106,1060,62,9,14,15,18,42,25,63,93600,Median
446,kroger,Jason Brown,69,Senior,12,161,1932,49,9,13,29,23,53,27,74,92600,Median
447,kroger,Thomas Hall,54,Family,4,120,480,49,8,7,36,32,24,40,39,74100,Median
448,kroger,Megan Wright,62,Senior,7,185,1295,60,6,17,17,26,34,19,47,91900,Median
449,kroger,William Thomas,32,Student,11,167,1837,59,8,10,23,29,45,38,66,81300,Median
450,kroger,David Perez,50,Senior,6,105,630,64,4,9,23,34,31,41,49,59400,Median
451,kroger,Ronald Robinson,59,Senior,6,155,930,53,10,6,31,20,19,30,73,103500,Median
452,kroger,Michelle Moore,66,Student,9,132,1188,58,8,13,21,27,35,39,42,72100,Median
453,kroger,Betty Anderson,43,Senior,4,96,384,51,12,13,24,21,34,22,36,73600,Median
454,kroger,Daniel Nguyen,45,Family,6,119,714,52,5,14,29,33,44,22,47,60800,Median
455,kroger,Amanda King,26,Single,10,164,1640,60,12,17,11,22,43,32,49,61100,Median
456,kroger,Thomas Thompson,61,Single,6,206,1236,60,11,10,19,19,38,19,64,103500,Median
457,kroger,Richard Nguyen,39,Family,11,120,1320,52,8,8,32,28,42,35,37,75100,Median
458,kroger,Eric Clark,30,Senior,12,133,1596,55,8,12,25,19,42,25,63,88900,Median
459,kroger,George Anderson,43,Senior,9,119,1071,65,11,7,17,32,32,40,64,73600,Median
460,kroger,Jeffrey Garcia,51,Senior,6,196,1176,57,4,10,29,33,37,24,75,91400,Median
461,kroger,Brian Green,42,Family,10,100,1000,54,8,17,21,22,44,24,50,75500,Median
462,kroger,Jessica Taylor,54,Single,7,83,581,45,5,17,33,33,34,32,70,79700,Median
463,kroger,Michelle Baker,66,Senior,7,84,588,60,7,18,15,26,33,26,51,100300,Median
464,kroger,Daniel Brown,32,Senior,9,161,1449,57,11,8,24,19,31,31,35,103700,Median
465,kroger,Sandra Nguyen,65,Single,9,85,765,51,9,7,33,22,37,35,55,73100,Median
466,kroger,Dylan Robinson,68,Single,8,121,968,59,6,12,23,23,24,20,43,98600,Median
467,kroger,Thomas Robinson,35,Single,5,113,565,55,10,16,19,25,46,33,73,101000,Median
468,kroger,Stephanie Taylor,32,Senior,6,222,1332,55,6,10,29,29,54,28,68,100800,Median
469,kroger,Thomas Jones,32,Single,7,91,637,59,9,10,22,23,42,29,59,56400,Median
470,kroger,Maria Miller,52,Family,4,108,432,46,9,13,32,25,52,19,43,93700,Median
471,kroger,Paul Scott,38,Family,7,108,756,52,4,16,28,30,56,24,36,101000,Median
472,kroger,Tyler Clark,62,Student,4,125,500,59,12,8,21,35,18,37,66,58400,Median
473,kroger,Thomas Torres,68,Student,5,97,485,52,6,9,33,23,21,42,33,64300,Median
474,kroger,Justin Moore,48,Family,8,147,1176,46,6,7,41,23,38,25,74,79800,Median
475,kroger,Ryan Young,52,Student,7,177,1239,63,10,17,10,25,18,33,59,75400,Median
476,kroger,Stephanie Thomas,30,Student,5,99,495,53,8,7,32,33,53,19,76,87900,Median
477,kroger,Sarah Sanchez,50,Student,5,114,570,53,7,15,25,29,41,31,70,97200,Median
478,kroger,Michael Jones,50,Senior,11,148,1628,48,7,7,38,26,26,36,29,88300,Median
479,kroger,Amber Thomas,36,Senior,10,161,1610,52,6,13,29,30,42,28,52,88900,Median
480,kroger,Laura Young,56,Single,12,115,1380,52,11,13,24,33,19,26,73,88100,Median
481,kroger,Laura Wright,53,Single,11,85,935,49,9,15,27,30,24,25,44,97600,Median
482,kroger,Rebecca Perez,56,Family,12,166,1992,56,7,16,21,27,31,28,75,83400,Median
483,kroger,Rebecca Robinson,62,Single,4,91,364,52,10,13,25,36,34,28,45,58100,Median
484,kroger,Robert Allen,40,Single,7,100,700,51,4,14,31,38,21,22,50,57800,Median
485,kroger,Mark Harris,51,Senior,8,83,664,54,3,10,33,28,29,20,51,83400,Median
486,kroger,Kimberly Perez,67,Senior,9,100,900,51,12,8,29,29,50,20,68,80100,Median
487,kroger,Tyler Walker,61,Single,10,147,1470,57,12,15,16,32,33,25,51,57400,Median
488,kroger,Dorothy Johnson,29,Family,8,134,1072,51,9,10,30,26,26,30,58,72400,Median
489,kroger,Amanda Flores,61,Student,11,112,1232,64,10,12,14,31,39,28,68,98100,Median
490,kroger,Mark Robinson,48,Family,11,98,1078,48,9,10,33,26,29,35,31,81100,Median
491,kroger,Amanda Walker,66,Single,6,117,702,57,7,7,29,21,28,32,52,96200,Median
492,kroger,Patricia Garcia,42,Family,6,83,498,61,5,13,21,32,19,36,62,65100,Median
493,kroger,Lisa Torres,29,Single,10,195,1950,58,11,11,20,32,47,23,56,85100,Median
494,kroger,Paul Walker,58,Student,8,157,1256,47,8,15,30,22,52,30,71,102500,Median
495,kroger,Eric King,36,Family,7,169,1183,54,5,13,28,29,28,42,41,62200,Median
496,kroger,Michael Mitchell,34,Family,9,155,1395,52,6,14,28,29,19,29,71,103200,Median
497,kroger,Ryan Martin,49,Family,8,144,1152,59,11,14,16,29,25,29,28,67600,Median
498,kroger,Richard Wright,40,Single,8,98,784,63,11,14,12,38,38,29,29,59500,Median
499,kroger,Deborah Allen,46,Senior,10,202,2020,61,10,14,15,26,31,29,69,91800,Median
500,kroger,Charles Adams,66,Family,6,169,1014,61,4,11,24,27,30,19,36,93100,Median
501,safeway,Dorothy Lewis,45,Single,11,135,1485,57,5,15,23,34,45,25,47,84600,Median
502,safeway,Sandra Brown,61,Single,7,73,511,42,8,14,36,25,19,29,40,92200,Median
503,safeway,Samantha Davis,63,Single,8,88,704,61,5,13,21,22,33,37,71,75900,Median
504,safeway,Jessica Taylor,37,Family,8,107,856,52,4,16,28,32,51,27,60,80700,Median
505,safeway,Deborah Mitchell,26,Single,8,202,1616,47,7,10,36,31,39,23,50,84600,Median
506,safeway,Barbara Smith,70,Single,10,161,1610,57,5,8,30,23,27,26,71,79300,Median
507,safeway,Stephanie Allen,49,Single,8,183,1464,55,4,17,24,23,21,26,49,70200,Median
508,safeway,Amanda Perez,70,Family,12,107,1284,47,6,18,29,34,39,30,41,49500,Median
509,safeway,Justin Brown,41,Single,12,108,1296,60,6,18,16,35,20,39,58,75600,Median
510,safeway,Dylan Allen,39,Family,6,73,438,47,9,12,32,46,39,23,41,52400,Median
511,safeway,Kimberly Green,71,Single,6,81,486,44,11,9,36,26,28,29,63,50600,Median
512,safeway,Ryan Clark,61,Family,6,119,714,44,10,14,32,39,16,36,58,71300,Median
513,safeway,Barbara Hall,31,Senior,9,92,828,44,10,14,32,28,53,31,26,91500,Median
514,safeway,Sarah Martin,45,Senior,6,101,606,43,9,11,37,23,18,36,46,92500,Median
515,safeway,Amanda Gomez,50,Family,5,72,360,46,6,11,37,37,41,26,39,57000,Median
516,safeway,Susan Walker,63,Single,6,121,726,44,6,9,41,28,30,26,58,90200,Median
517,safeway,Richard Perez,52,Single,10,81,810,52,12,14,22,33,39,40,52,75700,Median
518,safeway,Barbara Scott,55,Single,8,86,688,45,11,16,28,32,24,23,30,66900,Median
519,safeway,Amber Taylor,51,Family,5,124,620,56,10,11,23,33,40,22,61,70500,Median
520,safeway,Dorothy Hernandez,27,Family,5,128,640,56,6,15,23,33,32,35,44,87100,Median
521,safeway,Dylan Thompson,63,Family,8,144,1152,44,8,7,41,25,19,35,54,48900,Median
522,safeway,Anthony Johnson,64,Senior,9,165,1485,61,9,16,14,23,20,25,68,85700,Median
523,safeway,Sandra Wilson,34,Family,7,120,840,55,10,9,26,28,30,32,27,69100,Median
524,safeway,Amanda Robinson,55,Single,4,197,788,54,5,13,28,32,17,22,60,93200,Median
525,safeway,Emily Carter,63,Single,12,202,2424,43,7,13,37,33,49,38,70,81900,Median
526,safeway,Amanda Johnson,52,Family,9,135,1215,47,9,17,27,24,35,35,47,71400,Median
527,safeway,Charles Perez,37,Family,11,104,1144,47,5,17,31,29,32,42,55,59400,Median
528,safeway,Ashley Anderson,68,Single,9,187,1683,58,11,14,17,26,45,32,33,93000,Median
529,safeway,Robert Jones,51,Senior,11,105,1155,46,3,7,44,39,26,25,65,69600,Median
530,safeway,Betty Mitchell,64,Single,7,83,581,46,5,11,38,29,16,41,38,66500,Median
531,safeway,Karen Hill,31,Senior,4,183,732,51,7,16,26,24,19,34,64,75200,Median
532,safeway,Jason Harris,35,Family,5,171,855,60,4,10,26,30,31,37,31,70400,Median
533,safeway,Jessica Clark,37,Family,11,156,1716,57,3,16,24,34,22,27,37,51100,Median
534,safeway,Linda Young,58,Family,10,141,1410,45,7,17,31,43,39,35,55,52600,Median
535,safeway,Betty Flores,70,Family,12,196,2352,44,6,18,32,25,17,35,60,83500,Median
536,safeway,Carol Torres,70,Family,12,214,2568,50,11,15,24,33,44,26,44,93900,Median
537,safeway,Sarah Thomas,69,Senior,10,134,1340,46,8,16,30,31,43,35,67,91000,Median
538,safeway,Stephanie Baker,59,Single,9,103,927,56,11,13,20,35,20,36,39,49200,Median
539,safeway,Rebecca Davis,59,Family,8,90,720,57,10,18,15,25,16,32,51,46200,Median
540,safeway,Emily Sanchez,32,Family,11,110,1210,57,7,18,18,34,51,32,71,82800,Median
541,safeway,Eric Robinson,70,Single,6,141,846,52,5,11,32,35,38,31,30,59200,Median
542,safeway,Samantha Baker,52,Family,6,111,666,51,6,13,30,37,28,33,37,49600,Median
543,safeway,Lisa Mitchell,69,Single,11,180,1980,50,4,13,33,28,34,36,54,94800,Median
544,safeway,Betty Davis,27,Family,6,176,1056,49,12,14,25,30,19,34,28,67800,Median
545,safeway,Dorothy Gomez,48,Single,8,100,800,43,4,16,37,31,42,29,39,60200,Median
546,safeway,Charles Martinez,60,Single,9,75,675,43,7,10,40,34,23,33,59,45100,Median
547,safeway,Barbara Rivera,53,Senior,11,89,979,57,4,14,25,33,28,39,43,76800,Median
548,safeway,Anthony Nelson,66,Single,5,184,920,56,8,16,20,33,35,24,54,81800,Median
549,safeway,Donna Carter,28,Senior,12,93,1116,52,11,8,29,39,21,22,64,73800,Median
550,safeway,Steven Garcia,59,Senior,9,115,1035,43,11,7,39,31,28,41,41,67200,Median
551,safeway,Dorothy Johnson,59,Family,6,112,672,46,10,9,35,34,43,23,78,94000,Median
552,safeway,Paul Wright,31,Family,9,84,756,60,5,17,18,42,16,28,52,59900,Median
553,safeway,Joseph Jackson,49,Senior,5,106,530,48,8,8,36,22,38,38,27,82600,Median
554,safeway,Donna Nguyen,33,Senior,8,141,1128,51,11,13,25,35,20,32,34,77600,Median
555,safeway,Kevin Adams,60,Single,11,76,836,58,12,14,16,30,22,23,75,93100,Median
556,safeway,Lisa Martinez,49,Single,9,187,1683,46,11,10,33,24,35,23,31,87000,Median
557,safeway,Donna Rivera,52,Senior,7,161,1127,61,6,15,18,26,26,33,50,94900,Median
558,safeway,Dylan Lewis,54,Single,9,72,648,56,9,7,28,32,41,38,45,62100,Median
559,safeway,Laura Taylor,66,Senior,5,116,580,60,10,12,18,25,39,32,51,49100,Median
560,safeway,Brian Carter,48,Family,7,109,763,46,3,10,41,44,24,24,52,51200,Median
561,safeway,Carol Flores,56,Family,9,74,666,52,9,14,25,22,42,38,31,56700,Median
562,safeway,Emily Torres,60,Senior,7,146,1022,53,9,13,25,23,19,23,38,69700,Median
563,safeway,Michael White,68,Single,4,163,652,56,8,10,26,35,27,46,53,54600,Median
564,safeway,Megan White,51,Single,8,87,696,52,7,13,28,23,43,23,74,87200,Median
565,safeway,Ronald Thompson,46,Family,5,165,825,58,12,9,21,36,44,43,35,64600,Median
566,safeway,Stephanie Brown,31,Family,4,129,516,58,8,14,20,28,24,24,38,76300,Median
567,safeway,Edward Mitchell,40,Single,5,160,800,54,10,14,22,33,18,23,28,71000,Median
568,safeway,Nicholas Moore,28,Family,11,77,847,54,7,8,31,23,17,36,46,84100,Median
569,safeway,Ronald Green,64,Senior,4,131,524,51,7,14,28,24,39,33,27,84400,Median
570,safeway,Dorothy Jackson,25,Family,5,122,610,59,11,8,22,34,24,35,52,50400,Median
571,safeway,Melissa Adams,28,Family,6,112,672,51,12,15,22,27,48,35,34,84900,Median
